pareto_p,yield_thresh,n_rounds,k_escape,survey,recall,corpus_size,n_rounds_run,recall_r1,recall_r2,recall_r3
40,0.01,2,10,S2_UCG,0.9027777777777778,102026,2,0.8402777777777778,0.9027777777777778,
40,0.01,2,10,S3_TOPO,0.8682170542635659,94190,2,0.8501291989664083,0.8682170542635659,
40,0.01,2,20,S1_MIT,0.8109965635738832,145760,2,0.7457044673539519,0.8109965635738832,
40,0.01,2,20,S2_UCG,0.9074074074074074,127000,2,0.8402777777777778,0.9074074074074074,
40,0.01,2,20,S3_TOPO,0.8811369509043928,109109,2,0.8501291989664083,0.8811369509043928,
40,0.01,2,50,S1_MIT,0.8814432989690721,181312,2,0.7457044673539519,0.8814432989690721,
40,0.01,2,50,S2_UCG,0.9282407407407407,171080,2,0.8402777777777778,0.9282407407407407,
40,0.01,2,50,S3_TOPO,0.8888888888888888,133380,2,0.8501291989664083,0.8888888888888888,
40,0.01,3,5,S1_MIT,0.802405498281787,109280,3,0.7457044673539519,0.7525773195876289,0.802405498281787
40,0.01,3,5,S2_UCG,0.8865740740740741,101011,3,0.8402777777777778,0.8819444444444444,0.8865740740740741
40,0.01,3,5,S3_TOPO,0.8733850129198967,98692,3,0.8501291989664083,0.8630490956072352,0.8733850129198967
40,0.01,3,10,S1_MIT,0.8109965635738832,136922,3,0.7457044673539519,0.7852233676975945,0.8109965635738832
40,0.01,3,10,S2_UCG,0.9097222222222222,121867,3,0.8402777777777778,0.9027777777777778,0.9097222222222222
40,0.01,3,10,S3_TOPO,0.8733850129198967,108603,3,0.8501291989664083,0.8682170542635659,0.8733850129198967
40,0.01,3,20,S1_MIT,0.9020618556701031,165145,3,0.7457044673539519,0.8109965635738832,0.9020618556701031
40,0.01,3,20,S2_UCG,0.9236111111111112,156422,3,0.8402777777777778,0.9074074074074074,0.9236111111111112
40,0.01,3,20,S3_TOPO,0.8888888888888888,127688,3,0.8501291989664083,0.8811369509043928,0.8888888888888888
40,0.01,3,50,S1_MIT,0.9278350515463918,209912,3,0.7457044673539519,0.8814432989690721,0.9278350515463918
40,0.01,3,50,S2_UCG,0.9467592592592593,198582,3,0.8402777777777778,0.9282407407407407,0.9467592592592593
40,0.01,3,50,S3_TOPO,0.9043927648578811,157826,3,0.8501291989664083,0.8888888888888888,0.9043927648578811
40,0.02,1,5,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.02,1,5,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.02,1,5,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.02,1,10,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.02,1,10,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.02,1,10,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.02,1,20,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.02,1,20,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.02,1,20,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.02,1,50,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.02,1,50,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.02,1,50,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.02,2,5,S1_MIT,0.7525773195876289,94002,2,0.7457044673539519,0.7525773195876289,
40,0.02,2,5,S2_UCG,0.8819444444444444,83027,2,0.8402777777777778,0.8819444444444444,
40,0.02,2,5,S3_TOPO,0.8630490956072352,84207,2,0.8501291989664083,0.8630490956072352,
40,0.02,2,10,S1_MIT,0.7852233676975945,114217,2,0.7457044673539519,0.7852233676975945,
40,0.02,2,10,S2_UCG,0.9027777777777778,102026,2,0.8402777777777778,0.9027777777777778,
40,0.02,2,10,S3_TOPO,0.8682170542635659,94190,2,0.8501291989664083,0.8682170542635659,
40,0.02,2,20,S1_MIT,0.8109965635738832,145760,2,0.7457044673539519,0.8109965635738832,
40,0.02,2,20,S2_UCG,0.9074074074074074,127000,2,0.8402777777777778,0.9074074074074074,
40,0.02,2,20,S3_TOPO,0.8811369509043928,109109,2,0.8501291989664083,0.8811369509043928,
40,0.02,2,50,S1_MIT,0.8814432989690721,181312,2,0.7457044673539519,0.8814432989690721,
40,0.02,2,50,S2_UCG,0.9282407407407407,171080,2,0.8402777777777778,0.9282407407407407,
40,0.02,2,50,S3_TOPO,0.8888888888888888,133380,2,0.8501291989664083,0.8888888888888888,
40,0.02,3,5,S1_MIT,0.802405498281787,109280,3,0.7457044673539519,0.7525773195876289,0.802405498281787
40,0.02,3,5,S2_UCG,0.8865740740740741,101011,3,0.8402777777777778,0.8819444444444444,0.8865740740740741
40,0.02,3,5,S3_TOPO,0.8733850129198967,98692,3,0.8501291989664083,0.8630490956072352,0.8733850129198967
40,0.02,3,10,S1_MIT,0.8109965635738832,136922,3,0.7457044673539519,0.7852233676975945,0.8109965635738832
40,0.02,3,10,S2_UCG,0.9097222222222222,121867,3,0.8402777777777778,0.9027777777777778,0.9097222222222222
40,0.02,3,10,S3_TOPO,0.8733850129198967,108603,3,0.8501291989664083,0.8682170542635659,0.8733850129198967
40,0.02,3,20,S1_MIT,0.9020618556701031,165145,3,0.7457044673539519,0.8109965635738832,0.9020618556701031
40,0.02,3,20,S2_UCG,0.9236111111111112,156422,3,0.8402777777777778,0.9074074074074074,0.9236111111111112
40,0.02,3,20,S3_TOPO,0.8888888888888888,127688,3,0.8501291989664083,0.8811369509043928,0.8888888888888888
40,0.02,3,50,S1_MIT,0.9278350515463918,209912,3,0.7457044673539519,0.8814432989690721,0.9278350515463918
40,0.02,3,50,S2_UCG,0.9467592592592593,198582,3,0.8402777777777778,0.9282407407407407,0.9467592592592593
40,0.02,3,50,S3_TOPO,0.9043927648578811,157826,3,0.8501291989664083,0.8888888888888888,0.9043927648578811
40,0.05,1,5,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.05,1,5,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.05,1,5,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.05,1,10,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.05,1,10,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.05,1,10,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.05,1,20,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.05,1,20,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.05,1,20,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.05,1,50,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.05,1,50,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.05,1,50,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.05,2,5,S1_MIT,0.7525773195876289,94002,2,0.7457044673539519,0.7525773195876289,
40,0.05,2,5,S2_UCG,0.8819444444444444,83027,2,0.8402777777777778,0.8819444444444444,
40,0.05,2,5,S3_TOPO,0.8630490956072352,84207,2,0.8501291989664083,0.8630490956072352,
40,0.05,2,10,S1_MIT,0.7852233676975945,114217,2,0.7457044673539519,0.7852233676975945,
40,0.05,2,10,S2_UCG,0.9027777777777778,102026,2,0.8402777777777778,0.9027777777777778,
40,0.05,2,10,S3_TOPO,0.8682170542635659,94190,2,0.8501291989664083,0.8682170542635659,
40,0.05,2,20,S1_MIT,0.8109965635738832,145760,2,0.7457044673539519,0.8109965635738832,
40,0.05,2,20,S2_UCG,0.9074074074074074,127000,2,0.8402777777777778,0.9074074074074074,
40,0.05,2,20,S3_TOPO,0.8811369509043928,109109,2,0.8501291989664083,0.8811369509043928,
40,0.05,2,50,S1_MIT,0.8814432989690721,181312,2,0.7457044673539519,0.8814432989690721,
40,0.05,2,50,S2_UCG,0.9282407407407407,171080,2,0.8402777777777778,0.9282407407407407,
40,0.05,2,50,S3_TOPO,0.8888888888888888,133380,2,0.8501291989664083,0.8888888888888888,
40,0.05,3,5,S1_MIT,0.802405498281787,109280,3,0.7457044673539519,0.7525773195876289,0.802405498281787
40,0.05,3,5,S2_UCG,0.8865740740740741,101011,3,0.8402777777777778,0.8819444444444444,0.8865740740740741
40,0.05,3,5,S3_TOPO,0.8733850129198967,98692,3,0.8501291989664083,0.8630490956072352,0.8733850129198967
40,0.05,3,10,S1_MIT,0.8109965635738832,136922,3,0.7457044673539519,0.7852233676975945,0.8109965635738832
40,0.05,3,10,S2_UCG,0.9097222222222222,121867,3,0.8402777777777778,0.9027777777777778,0.9097222222222222
40,0.05,3,10,S3_TOPO,0.8733850129198967,108603,3,0.8501291989664083,0.8682170542635659,0.8733850129198967
40,0.05,3,20,S1_MIT,0.9020618556701031,165145,3,0.7457044673539519,0.8109965635738832,0.9020618556701031
40,0.05,3,20,S2_UCG,0.9236111111111112,156422,3,0.8402777777777778,0.9074074074074074,0.9236111111111112
40,0.05,3,20,S3_TOPO,0.8888888888888888,127688,3,0.8501291989664083,0.8811369509043928,0.8888888888888888
40,0.05,3,50,S1_MIT,0.9278350515463918,209912,3,0.7457044673539519,0.8814432989690721,0.9278350515463918
40,0.05,3,50,S2_UCG,0.9467592592592593,198582,3,0.8402777777777778,0.9282407407407407,0.9467592592592593
40,0.05,3,50,S3_TOPO,0.9043927648578811,157826,3,0.8501291989664083,0.8888888888888888,0.9043927648578811
40,0.1,1,5,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.1,1,5,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.1,1,5,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.1,1,10,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.1,1,10,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.1,1,10,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.1,1,20,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.1,1,20,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.1,1,20,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.1,1,50,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.1,1,50,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.1,1,50,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.1,2,5,S1_MIT,0.7525773195876289,94002,2,0.7457044673539519,0.7525773195876289,
40,0.1,2,5,S2_UCG,0.8819444444444444,83027,2,0.8402777777777778,0.8819444444444444,
40,0.1,2,5,S3_TOPO,0.8630490956072352,84207,2,0.8501291989664083,0.8630490956072352,
40,0.1,2,10,S1_MIT,0.7852233676975945,114217,2,0.7457044673539519,0.7852233676975945,
40,0.1,2,10,S2_UCG,0.9027777777777778,102026,2,0.8402777777777778,0.9027777777777778,
40,0.1,2,10,S3_TOPO,0.8682170542635659,94190,2,0.8501291989664083,0.8682170542635659,
40,0.1,2,20,S1_MIT,0.8109965635738832,145760,2,0.7457044673539519,0.8109965635738832,
40,0.1,2,20,S2_UCG,0.9074074074074074,127000,2,0.8402777777777778,0.9074074074074074,
40,0.1,2,20,S3_TOPO,0.8811369509043928,109109,2,0.8501291989664083,0.8811369509043928,
40,0.1,2,50,S1_MIT,0.8814432989690721,181312,2,0.7457044673539519,0.8814432989690721,
40,0.1,2,50,S2_UCG,0.9282407407407407,171080,2,0.8402777777777778,0.9282407407407407,
40,0.1,2,50,S3_TOPO,0.8888888888888888,133380,2,0.8501291989664083,0.8888888888888888,
40,0.1,3,5,S1_MIT,0.802405498281787,109280,3,0.7457044673539519,0.7525773195876289,0.802405498281787
40,0.1,3,5,S2_UCG,0.8865740740740741,101011,3,0.8402777777777778,0.8819444444444444,0.8865740740740741
40,0.1,3,5,S3_TOPO,0.8733850129198967,98692,3,0.8501291989664083,0.8630490956072352,0.8733850129198967
40,0.1,3,10,S1_MIT,0.8109965635738832,136922,3,0.7457044673539519,0.7852233676975945,0.8109965635738832
40,0.1,3,10,S2_UCG,0.9097222222222222,121867,3,0.8402777777777778,0.9027777777777778,0.9097222222222222
40,0.1,3,10,S3_TOPO,0.8733850129198967,108603,3,0.8501291989664083,0.8682170542635659,0.8733850129198967
40,0.1,3,20,S1_MIT,0.9020618556701031,165145,3,0.7457044673539519,0.8109965635738832,0.9020618556701031
40,0.1,3,20,S2_UCG,0.9236111111111112,156422,3,0.8402777777777778,0.9074074074074074,0.9236111111111112
40,0.1,3,20,S3_TOPO,0.8888888888888888,127688,3,0.8501291989664083,0.8811369509043928,0.8888888888888888
40,0.1,3,50,S1_MIT,0.9278350515463918,209912,3,0.7457044673539519,0.8814432989690721,0.9278350515463918
40,0.1,3,50,S2_UCG,0.9467592592592593,198582,3,0.8402777777777778,0.9282407407407407,0.9467592592592593
40,0.1,3,50,S3_TOPO,0.9043927648578811,157826,3,0.8501291989664083,0.8888888888888888,0.9043927648578811
40,0.2,1,5,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.2,1,5,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.2,1,5,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.2,1,10,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.2,1,10,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.2,1,10,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.2,1,20,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.2,1,20,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.2,1,20,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.2,1,50,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.2,1,50,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.2,1,50,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.2,2,5,S1_MIT,0.7525773195876289,94002,2,0.7457044673539519,0.7525773195876289,
40,0.2,2,5,S2_UCG,0.8819444444444444,83027,2,0.8402777777777778,0.8819444444444444,
40,0.2,2,5,S3_TOPO,0.8630490956072352,84207,2,0.8501291989664083,0.8630490956072352,
40,0.2,2,10,S1_MIT,0.7852233676975945,114217,2,0.7457044673539519,0.7852233676975945,
40,0.2,2,10,S2_UCG,0.9027777777777778,102026,2,0.8402777777777778,0.9027777777777778,
40,0.2,2,10,S3_TOPO,0.8682170542635659,94190,2,0.8501291989664083,0.8682170542635659,
40,0.2,2,20,S1_MIT,0.8109965635738832,145760,2,0.7457044673539519,0.8109965635738832,
40,0.2,2,20,S2_UCG,0.9074074074074074,127000,2,0.8402777777777778,0.9074074074074074,
40,0.2,2,20,S3_TOPO,0.8811369509043928,109109,2,0.8501291989664083,0.8811369509043928,
40,0.2,2,50,S1_MIT,0.8814432989690721,181312,2,0.7457044673539519,0.8814432989690721,
40,0.2,2,50,S2_UCG,0.9282407407407407,171080,2,0.8402777777777778,0.9282407407407407,
40,0.2,2,50,S3_TOPO,0.8888888888888888,133380,2,0.8501291989664083,0.8888888888888888,
40,0.2,3,5,S1_MIT,0.802405498281787,109280,3,0.7457044673539519,0.7525773195876289,0.802405498281787
40,0.2,3,5,S2_UCG,0.8865740740740741,101011,3,0.8402777777777778,0.8819444444444444,0.8865740740740741
40,0.2,3,5,S3_TOPO,0.8733850129198967,98692,3,0.8501291989664083,0.8630490956072352,0.8733850129198967
40,0.2,3,10,S1_MIT,0.8109965635738832,136922,3,0.7457044673539519,0.7852233676975945,0.8109965635738832
40,0.2,3,10,S2_UCG,0.9097222222222222,121867,3,0.8402777777777778,0.9027777777777778,0.9097222222222222
40,0.2,3,10,S3_TOPO,0.8733850129198967,108603,3,0.8501291989664083,0.8682170542635659,0.8733850129198967
40,0.2,3,20,S1_MIT,0.9020618556701031,165145,3,0.7457044673539519,0.8109965635738832,0.9020618556701031
40,0.2,3,20,S2_UCG,0.9236111111111112,156422,3,0.8402777777777778,0.9074074074074074,0.9236111111111112
40,0.2,3,20,S3_TOPO,0.8888888888888888,127688,3,0.8501291989664083,0.8811369509043928,0.8888888888888888
40,0.2,3,50,S1_MIT,0.9278350515463918,209912,3,0.7457044673539519,0.8814432989690721,0.9278350515463918
40,0.2,3,50,S2_UCG,0.9467592592592593,198582,3,0.8402777777777778,0.9282407407407407,0.9467592592592593
40,0.2,3,50,S3_TOPO,0.9043927648578811,157826,3,0.8501291989664083,0.8888888888888888,0.9043927648578811
50,0.01,1,5,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.01,1,5,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.01,1,5,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.01,1,10,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.01,1,10,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.01,1,10,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.01,1,20,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.01,1,20,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.01,1,20,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.01,1,50,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.01,1,50,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.01,1,50,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.01,2,5,S1_MIT,0.8041237113402062,116240,2,0.7800687285223368,0.8041237113402062,
50,0.01,2,5,S2_UCG,0.9351851851851852,95638,2,0.9120370370370371,0.9351851851851852,
50,0.01,2,5,S3_TOPO,0.9147286821705426,90154,2,0.9069767441860465,0.9147286821705426,
50,0.01,2,10,S1_MIT,0.8230240549828178,142732,2,0.7800687285223368,0.8230240549828178,
50,0.01,2,10,S2_UCG,0.9398148148148148,115108,2,0.9120370370370371,0.9398148148148148,
50,0.01,2,10,S3_TOPO,0.9198966408268734,100490,2,0.9069767441860465,0.9198966408268734,
50,0.01,2,20,S1_MIT,0.8573883161512027,166442,2,0.7800687285223368,0.8573883161512027,
50,0.01,2,20,S2_UCG,0.9444444444444444,136579,2,0.9120370370370371,0.9444444444444444,
50,0.01,2,20,S3_TOPO,0.9302325581395349,113737,2,0.9069767441860465,0.9302325581395349,
50,0.01,2,50,S1_MIT,0.8883161512027491,198291,2,0.7800687285223368,0.8883161512027491,
50,0.01,2,50,S2_UCG,0.9583333333333334,182553,2,0.9120370370370371,0.9583333333333334,
50,0.01,2,50,S3_TOPO,0.9483204134366925,140909,2,0.9069767441860465,0.9483204134366925,
50,0.01,3,5,S1_MIT,0.8230240549828178,129265,3,0.7800687285223368,0.8041237113402062,0.8230240549828178
50,0.01,3,5,S2_UCG,0.9351851851851852,108530,3,0.9120370370370371,0.9351851851851852,0.9351851851851852
50,0.01,3,5,S3_TOPO,0.9198966408268734,101405,3,0.9069767441860465,0.9147286821705426,0.9198966408268734
50,0.01,3,10,S1_MIT,0.8694158075601375,155217,3,0.7800687285223368,0.8230240549828178,0.8694158075601375
50,0.01,3,10,S2_UCG,0.9444444444444444,137776,3,0.9120370370370371,0.9398148148148148,0.9444444444444444
50,0.01,3,10,S3_TOPO,0.9250645994832042,117885,3,0.9069767441860465,0.9198966408268734,0.9250645994832042
50,0.01,3,20,S1_MIT,0.9020618556701031,190120,3,0.7800687285223368,0.8573883161512027,0.9020618556701031
50,0.01,3,20,S2_UCG,0.9513888888888888,163768,3,0.9120370370370371,0.9444444444444444,0.9513888888888888
50,0.01,3,20,S3_TOPO,0.9302325581395349,134274,3,0.9069767441860465,0.9302325581395349,0.9302325581395349
50,0.01,3,50,S1_MIT,0.9432989690721649,225154,3,0.7800687285223368,0.8883161512027491,0.9432989690721649
50,0.01,3,50,S2_UCG,0.9606481481481481,210150,3,0.9120370370370371,0.9583333333333334,0.9606481481481481
50,0.01,3,50,S3_TOPO,0.9483204134366925,169194,3,0.9069767441860465,0.9483204134366925,0.9483204134366925
50,0.02,1,5,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.02,1,5,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.02,1,5,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.02,1,10,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.02,1,10,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.02,1,10,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.02,1,20,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.02,1,20,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.02,1,20,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.02,1,50,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.02,1,50,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.02,1,50,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.02,2,5,S1_MIT,0.8041237113402062,116240,2,0.7800687285223368,0.8041237113402062,
50,0.02,2,5,S2_UCG,0.9351851851851852,95638,2,0.9120370370370371,0.9351851851851852,
50,0.02,2,5,S3_TOPO,0.9147286821705426,90154,2,0.9069767441860465,0.9147286821705426,
50,0.02,2,10,S1_MIT,0.8230240549828178,142732,2,0.7800687285223368,0.8230240549828178,
50,0.02,2,10,S2_UCG,0.9398148148148148,115108,2,0.9120370370370371,0.9398148148148148,
50,0.02,2,10,S3_TOPO,0.9198966408268734,100490,2,0.9069767441860465,0.9198966408268734,
50,0.02,2,20,S1_MIT,0.8573883161512027,166442,2,0.7800687285223368,0.8573883161512027,
50,0.02,2,20,S2_UCG,0.9444444444444444,136579,2,0.9120370370370371,0.9444444444444444,
50,0.02,2,20,S3_TOPO,0.9302325581395349,113737,2,0.9069767441860465,0.9302325581395349,
50,0.02,2,50,S1_MIT,0.8883161512027491,198291,2,0.7800687285223368,0.8883161512027491,
50,0.02,2,50,S2_UCG,0.9583333333333334,182553,2,0.9120370370370371,0.9583333333333334,
50,0.02,2,50,S3_TOPO,0.9483204134366925,140909,2,0.9069767441860465,0.9483204134366925,
50,0.02,3,5,S1_MIT,0.8230240549828178,129265,3,0.7800687285223368,0.8041237113402062,0.8230240549828178
50,0.02,3,5,S2_UCG,0.9351851851851852,108530,3,0.9120370370370371,0.9351851851851852,0.9351851851851852
50,0.02,3,5,S3_TOPO,0.9198966408268734,101405,3,0.9069767441860465,0.9147286821705426,0.9198966408268734
50,0.02,3,10,S1_MIT,0.8694158075601375,155217,3,0.7800687285223368,0.8230240549828178,0.8694158075601375
50,0.02,3,10,S2_UCG,0.9444444444444444,137776,3,0.9120370370370371,0.9398148148148148,0.9444444444444444
50,0.02,3,10,S3_TOPO,0.9250645994832042,117885,3,0.9069767441860465,0.9198966408268734,0.9250645994832042
50,0.02,3,20,S1_MIT,0.9020618556701031,190120,3,0.7800687285223368,0.8573883161512027,0.9020618556701031
50,0.02,3,20,S2_UCG,0.9513888888888888,163768,3,0.9120370370370371,0.9444444444444444,0.9513888888888888
50,0.02,3,20,S3_TOPO,0.9302325581395349,134274,3,0.9069767441860465,0.9302325581395349,0.9302325581395349
50,0.02,3,50,S1_MIT,0.9432989690721649,225154,3,0.7800687285223368,0.8883161512027491,0.9432989690721649
50,0.02,3,50,S2_UCG,0.9606481481481481,210150,3,0.9120370370370371,0.9583333333333334,0.9606481481481481
50,0.02,3,50,S3_TOPO,0.9483204134366925,169194,3,0.9069767441860465,0.9483204134366925,0.9483204134366925
50,0.05,1,5,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.05,1,5,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.05,1,5,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.05,1,10,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.05,1,10,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.05,1,10,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.05,1,20,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.05,1,20,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.05,1,20,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.05,1,50,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.05,1,50,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.05,1,50,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
50,0.05,2,5,S1_MIT,0.8041237113402062,116240,2,0.7800687285223368,0.8041237113402062,
50,0.05,2,5,S2_UCG,0.9351851851851852,95638,2,0.9120370370370371,0.9351851851851852,
50,0.05,2,5,S3_TOPO,0.9147286821705426,90154,2,0.9069767441860465,0.9147286821705426,
50,0.05,2,10,S1_MIT,0.8230240549828178,142732,2,0.7800687285223368,0.8230240549828178,
50,0.05,2,10,S2_UCG,0.9398148148148148,115108,2,0.9120370370370371,0.9398148148148148,
50,0.05,2,10,S3_TOPO,0.9198966408268734,100490,2,0.9069767441860465,0.9198966408268734,
50,0.05,2,20,S1_MIT,0.8573883161512027,166442,2,0.7800687285223368,0.8573883161512027,
50,0.05,2,20,S2_UCG,0.9444444444444444,136579,2,0.9120370370370371,0.9444444444444444,
50,0.05,2,20,S3_TOPO,0.9302325581395349,113737,2,0.9069767441860465,0.9302325581395349,
50,0.05,2,50,S1_MIT,0.8883161512027491,198291,2,0.7800687285223368,0.8883161512027491,
50,0.05,2,50,S2_UCG,0.9583333333333334,182553,2,0.9120370370370371,0.9583333333333334,
50,0.05,2,50,S3_TOPO,0.9483204134366925,140909,2,0.9069767441860465,0.9483204134366925,
50,0.05,3,5,S1_MIT,0.8230240549828178,129265,3,0.7800687285223368,0.8041237113402062,0.8230240549828178
50,0.05,3,5,S2_UCG,0.9351851851851852,108530,3,0.9120370370370371,0.9351851851851852,0.9351851851851852
50,0.05,3,5,S3_TOPO,0.9198966408268734,101405,3,0.9069767441860465,0.9147286821705426,0.9198966408268734
50,0.05,3,10,S1_MIT,0.8694158075601375,155217,3,0.7800687285223368,0.8230240549828178,0.8694158075601375
50,0.05,3,10,S2_UCG,0.9444444444444444,137776,3,0.9120370370370371,0.9398148148148148,0.9444444444444444
50,0.05,3,10,S3_TOPO,0.9250645994832042,117885,3,0.9069767441860465,0.9198966408268734,0.9250645994832042
50,0.05,3,20,S1_MIT,0.9020618556701031,190120,3,0.7800687285223368,0.8573883161512027,0.9020618556701031
50,0.05,3,20,S2_UCG,0.9513888888888888,163768,3,0.9120370370370371,0.9444444444444444,0.9513888888888888
50,0.05,3,20,S3_TOPO,0.9302325581395349,134274,3,0.9069767441860465,0.9302325581395349,0.9302325581395349
50,0.05,3,50,S1_MIT,0.9432989690721649,225154,3,0.7800687285223368,0.8883161512027491,0.9432989690721649
50,0.05,3,50,S2_UCG,0.9606481481481481,210150,3,0.9120370370370371,0.9583333333333334,0.9606481481481481
50,0.05,3,50,S3_TOPO,0.9483204134366925,169194,3,0.9069767441860465,0.9483204134366925,0.9483204134366925
50,0.1,1,5,S1_MIT,0.7800687285223368,80669,1,0.7800687285223368,,
50,0.1,1,5,S2_UCG,0.9120370370370371,62172,1,0.9120370370370371,,
50,0.1,1,5,S3_TOPO,0.9069767441860465,67966,1,0.9069767441860465,,
