pareto_p,yield_thresh,n_rounds,k_escape,survey,recall,corpus_size,n_rounds_run,recall_r1,recall_r2,recall_r3
20,0.05,3,5,S3_TOPO,0.7235142118863049,67446,3,0.710594315245478,0.7235142118863049,0.7235142118863049
20,0.05,3,10,S1_MIT,0.7852233676975945,83208,3,0.5962199312714777,0.7079037800687286,0.7852233676975945
20,0.05,3,10,S2_UCG,0.6759259259259259,85130,3,0.5439814814814815,0.6435185185185185,0.6759259259259259
20,0.05,3,10,S3_TOPO,0.7312661498708011,79613,3,0.710594315245478,0.7260981912144703,0.7312661498708011
20,0.05,3,20,S1_MIT,0.7852233676975945,110990,3,0.5962199312714777,0.7250859106529209,0.7852233676975945
20,0.05,3,20,S2_UCG,0.8402777777777778,118875,3,0.5439814814814815,0.7060185185185185,0.8402777777777778
20,0.05,3,20,S3_TOPO,0.7777777777777778,103325,3,0.710594315245478,0.7545219638242894,0.7777777777777778
20,0.05,3,50,S1_MIT,0.915807560137457,146261,3,0.5962199312714777,0.8333333333333334,0.915807560137457
20,0.05,3,50,S2_UCG,0.9004629629629629,156162,3,0.5439814814814815,0.7638888888888888,0.9004629629629629
20,0.05,3,50,S3_TOPO,0.8397932816537468,133120,3,0.710594315245478,0.7829457364341085,0.8397932816537468
20,0.1,1,5,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.1,1,5,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.1,1,5,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.1,1,10,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.1,1,10,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.1,1,10,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.1,1,20,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.1,1,20,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.1,1,20,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.1,1,50,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.1,1,50,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.1,1,50,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.1,2,5,S1_MIT,0.6632302405498282,56151,2,0.5962199312714777,0.6632302405498282,
20,0.1,2,5,S2_UCG,0.6226851851851852,57991,2,0.5439814814814815,0.6226851851851852,
20,0.1,2,5,S3_TOPO,0.7235142118863049,55848,2,0.710594315245478,0.7235142118863049,
20,0.1,2,10,S1_MIT,0.7079037800687286,69754,2,0.5962199312714777,0.7079037800687286,
20,0.1,2,10,S2_UCG,0.6435185185185185,72605,2,0.5439814814814815,0.6435185185185185,
20,0.1,2,10,S3_TOPO,0.7260981912144703,62871,2,0.710594315245478,0.7260981912144703,
20,0.1,2,20,S1_MIT,0.7250859106529209,85827,2,0.5962199312714777,0.7250859106529209,
20,0.1,2,20,S2_UCG,0.7060185185185185,96926,2,0.5439814814814815,0.7060185185185185,
20,0.1,2,20,S3_TOPO,0.7545219638242894,76485,2,0.710594315245478,0.7545219638242894,
20,0.1,2,50,S1_MIT,0.8333333333333334,121818,2,0.5962199312714777,0.8333333333333334,
20,0.1,2,50,S2_UCG,0.7638888888888888,130667,2,0.5439814814814815,0.7638888888888888,
20,0.1,2,50,S3_TOPO,0.7829457364341085,104215,2,0.710594315245478,0.7829457364341085,
20,0.1,3,5,S1_MIT,0.6872852233676976,68692,3,0.5962199312714777,0.6632302405498282,0.6872852233676976
20,0.1,3,5,S2_UCG,0.6296296296296297,63980,3,0.5439814814814815,0.6226851851851852,0.6296296296296297
20,0.1,3,5,S3_TOPO,0.7235142118863049,67446,3,0.710594315245478,0.7235142118863049,0.7235142118863049
20,0.1,3,10,S1_MIT,0.7852233676975945,83208,3,0.5962199312714777,0.7079037800687286,0.7852233676975945
20,0.1,3,10,S2_UCG,0.6759259259259259,85130,3,0.5439814814814815,0.6435185185185185,0.6759259259259259
20,0.1,3,10,S3_TOPO,0.7312661498708011,79613,3,0.710594315245478,0.7260981912144703,0.7312661498708011
20,0.1,3,20,S1_MIT,0.7852233676975945,110990,3,0.5962199312714777,0.7250859106529209,0.7852233676975945
20,0.1,3,20,S2_UCG,0.8402777777777778,118875,3,0.5439814814814815,0.7060185185185185,0.8402777777777778
20,0.1,3,20,S3_TOPO,0.7777777777777778,103325,3,0.710594315245478,0.7545219638242894,0.7777777777777778
20,0.1,3,50,S1_MIT,0.915807560137457,146261,3,0.5962199312714777,0.8333333333333334,0.915807560137457
20,0.1,3,50,S2_UCG,0.9004629629629629,156162,3,0.5439814814814815,0.7638888888888888,0.9004629629629629
20,0.1,3,50,S3_TOPO,0.8397932816537468,133120,3,0.710594315245478,0.7829457364341085,0.8397932816537468
20,0.2,1,5,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.2,1,5,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.2,1,5,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.2,1,10,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.2,1,10,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.2,1,10,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.2,1,20,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.2,1,20,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.2,1,20,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.2,1,50,S1_MIT,0.5962199312714777,32945,1,0.5962199312714777,,
20,0.2,1,50,S2_UCG,0.5439814814814815,24209,1,0.5439814814814815,,
20,0.2,1,50,S3_TOPO,0.710594315245478,38694,1,0.710594315245478,,
20,0.2,2,5,S1_MIT,0.6632302405498282,56151,2,0.5962199312714777,0.6632302405498282,
20,0.2,2,5,S2_UCG,0.6226851851851852,57991,2,0.5439814814814815,0.6226851851851852,
20,0.2,2,5,S3_TOPO,0.7235142118863049,55848,2,0.710594315245478,0.7235142118863049,
20,0.2,2,10,S1_MIT,0.7079037800687286,69754,2,0.5962199312714777,0.7079037800687286,
20,0.2,2,10,S2_UCG,0.6435185185185185,72605,2,0.5439814814814815,0.6435185185185185,
20,0.2,2,10,S3_TOPO,0.7260981912144703,62871,2,0.710594315245478,0.7260981912144703,
20,0.2,2,20,S1_MIT,0.7250859106529209,85827,2,0.5962199312714777,0.7250859106529209,
20,0.2,2,20,S2_UCG,0.7060185185185185,96926,2,0.5439814814814815,0.7060185185185185,
20,0.2,2,20,S3_TOPO,0.7545219638242894,76485,2,0.710594315245478,0.7545219638242894,
20,0.2,2,50,S1_MIT,0.8333333333333334,121818,2,0.5962199312714777,0.8333333333333334,
20,0.2,2,50,S2_UCG,0.7638888888888888,130667,2,0.5439814814814815,0.7638888888888888,
20,0.2,2,50,S3_TOPO,0.7829457364341085,104215,2,0.710594315245478,0.7829457364341085,
20,0.2,3,5,S1_MIT,0.6872852233676976,68692,3,0.5962199312714777,0.6632302405498282,0.6872852233676976
20,0.2,3,5,S2_UCG,0.6296296296296297,63980,3,0.5439814814814815,0.6226851851851852,0.6296296296296297
20,0.2,3,5,S3_TOPO,0.7235142118863049,67446,3,0.710594315245478,0.7235142118863049,0.7235142118863049
20,0.2,3,10,S1_MIT,0.7852233676975945,83208,3,0.5962199312714777,0.7079037800687286,0.7852233676975945
20,0.2,3,10,S2_UCG,0.6759259259259259,85130,3,0.5439814814814815,0.6435185185185185,0.6759259259259259
20,0.2,3,10,S3_TOPO,0.7312661498708011,79613,3,0.710594315245478,0.7260981912144703,0.7312661498708011
20,0.2,3,20,S1_MIT,0.7852233676975945,110990,3,0.5962199312714777,0.7250859106529209,0.7852233676975945
20,0.2,3,20,S2_UCG,0.8402777777777778,118875,3,0.5439814814814815,0.7060185185185185,0.8402777777777778
20,0.2,3,20,S3_TOPO,0.7777777777777778,103325,3,0.710594315245478,0.7545219638242894,0.7777777777777778
20,0.2,3,50,S1_MIT,0.915807560137457,146261,3,0.5962199312714777,0.8333333333333334,0.915807560137457
20,0.2,3,50,S2_UCG,0.9004629629629629,156162,3,0.5439814814814815,0.7638888888888888,0.9004629629629629
20,0.2,3,50,S3_TOPO,0.8397932816537468,133120,3,0.710594315245478,0.7829457364341085,0.8397932816537468
30,0.01,1,5,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.01,1,5,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.01,1,5,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.01,1,10,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.01,1,10,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.01,1,10,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.01,1,20,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.01,1,20,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.01,1,20,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.01,1,50,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.01,1,50,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.01,1,50,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.01,2,5,S1_MIT,0.7525773195876289,74140,2,0.6735395189003437,0.7525773195876289,
30,0.01,2,5,S2_UCG,0.7777777777777778,65439,2,0.7361111111111112,0.7777777777777778,
30,0.01,2,5,S3_TOPO,0.8165374677002584,72969,2,0.8010335917312662,0.8165374677002584,
30,0.01,2,10,S1_MIT,0.7491408934707904,86108,2,0.6735395189003437,0.7491408934707904,
30,0.01,2,10,S2_UCG,0.8078703703703703,89633,2,0.7361111111111112,0.8078703703703703,
30,0.01,2,10,S3_TOPO,0.8165374677002584,85692,2,0.8010335917312662,0.8165374677002584,
30,0.01,2,20,S1_MIT,0.788659793814433,117481,2,0.6735395189003437,0.788659793814433,
30,0.01,2,20,S2_UCG,0.8078703703703703,107346,2,0.7361111111111112,0.8078703703703703,
30,0.01,2,20,S3_TOPO,0.8475452196382429,103791,2,0.8010335917312662,0.8475452196382429,
30,0.01,2,50,S1_MIT,0.8745704467353952,157505,2,0.6735395189003437,0.8745704467353952,
30,0.01,2,50,S2_UCG,0.8425925925925926,144591,2,0.7361111111111112,0.8425925925925926,
30,0.01,2,50,S3_TOPO,0.8656330749354005,131771,2,0.8010335917312662,0.8656330749354005,
30,0.01,3,5,S1_MIT,0.8213058419243986,87622,3,0.6735395189003437,0.7525773195876289,0.8213058419243986
30,0.01,3,5,S2_UCG,0.7893518518518519,83631,3,0.7361111111111112,0.7777777777777778,0.7893518518518519
30,0.01,3,5,S3_TOPO,0.8268733850129198,87599,3,0.8010335917312662,0.8165374677002584,0.8268733850129198
30,0.01,3,10,S1_MIT,0.852233676975945,107115,3,0.6735395189003437,0.7491408934707904,0.852233676975945
30,0.01,3,10,S2_UCG,0.8263888888888888,108694,3,0.7361111111111112,0.8078703703703703,0.8263888888888888
30,0.01,3,10,S3_TOPO,0.8294573643410853,103233,3,0.8010335917312662,0.8165374677002584,0.8294573643410853
30,0.01,3,20,S1_MIT,0.8556701030927835,139587,3,0.6735395189003437,0.788659793814433,0.8556701030927835
30,0.01,3,20,S2_UCG,0.8726851851851852,135386,3,0.7361111111111112,0.8078703703703703,0.8726851851851852
30,0.01,3,20,S3_TOPO,0.8733850129198967,118154,3,0.8010335917312662,0.8475452196382429,0.8733850129198967
30,0.01,3,50,S1_MIT,0.9192439862542955,182890,3,0.6735395189003437,0.8745704467353952,0.9192439862542955
30,0.01,3,50,S2_UCG,0.9236111111111112,177783,3,0.7361111111111112,0.8425925925925926,0.9236111111111112
30,0.01,3,50,S3_TOPO,0.8992248062015504,153859,3,0.8010335917312662,0.8656330749354005,0.8992248062015504
30,0.02,1,5,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.02,1,5,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.02,1,5,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.02,1,10,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.02,1,10,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.02,1,10,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.02,1,20,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.02,1,20,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.02,1,20,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.02,1,50,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.02,1,50,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.02,1,50,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.02,2,5,S1_MIT,0.7525773195876289,74140,2,0.6735395189003437,0.7525773195876289,
30,0.02,2,5,S2_UCG,0.7777777777777778,65439,2,0.7361111111111112,0.7777777777777778,
30,0.02,2,5,S3_TOPO,0.8165374677002584,72969,2,0.8010335917312662,0.8165374677002584,
30,0.02,2,10,S1_MIT,0.7491408934707904,86108,2,0.6735395189003437,0.7491408934707904,
30,0.02,2,10,S2_UCG,0.8078703703703703,89633,2,0.7361111111111112,0.8078703703703703,
30,0.02,2,10,S3_TOPO,0.8165374677002584,85692,2,0.8010335917312662,0.8165374677002584,
30,0.02,2,20,S1_MIT,0.788659793814433,117481,2,0.6735395189003437,0.788659793814433,
30,0.02,2,20,S2_UCG,0.8078703703703703,107346,2,0.7361111111111112,0.8078703703703703,
30,0.02,2,20,S3_TOPO,0.8475452196382429,103791,2,0.8010335917312662,0.8475452196382429,
30,0.02,2,50,S1_MIT,0.8745704467353952,157505,2,0.6735395189003437,0.8745704467353952,
30,0.02,2,50,S2_UCG,0.8425925925925926,144591,2,0.7361111111111112,0.8425925925925926,
30,0.02,2,50,S3_TOPO,0.8656330749354005,131771,2,0.8010335917312662,0.8656330749354005,
30,0.02,3,5,S1_MIT,0.8213058419243986,87622,3,0.6735395189003437,0.7525773195876289,0.8213058419243986
30,0.02,3,5,S2_UCG,0.7893518518518519,83631,3,0.7361111111111112,0.7777777777777778,0.7893518518518519
30,0.02,3,5,S3_TOPO,0.8268733850129198,87599,3,0.8010335917312662,0.8165374677002584,0.8268733850129198
30,0.02,3,10,S1_MIT,0.852233676975945,107115,3,0.6735395189003437,0.7491408934707904,0.852233676975945
30,0.02,3,10,S2_UCG,0.8263888888888888,108694,3,0.7361111111111112,0.8078703703703703,0.8263888888888888
30,0.02,3,10,S3_TOPO,0.8294573643410853,103233,3,0.8010335917312662,0.8165374677002584,0.8294573643410853
30,0.02,3,20,S1_MIT,0.8556701030927835,139587,3,0.6735395189003437,0.788659793814433,0.8556701030927835
30,0.02,3,20,S2_UCG,0.8726851851851852,135386,3,0.7361111111111112,0.8078703703703703,0.8726851851851852
30,0.02,3,20,S3_TOPO,0.8733850129198967,118154,3,0.8010335917312662,0.8475452196382429,0.8733850129198967
30,0.02,3,50,S1_MIT,0.9192439862542955,182890,3,0.6735395189003437,0.8745704467353952,0.9192439862542955
30,0.02,3,50,S2_UCG,0.9236111111111112,177783,3,0.7361111111111112,0.8425925925925926,0.9236111111111112
30,0.02,3,50,S3_TOPO,0.8992248062015504,153859,3,0.8010335917312662,0.8656330749354005,0.8992248062015504
30,0.05,1,5,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.05,1,5,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.05,1,5,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.05,1,10,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.05,1,10,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.05,1,10,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.05,1,20,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.05,1,20,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.05,1,20,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.05,1,50,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.05,1,50,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.05,1,50,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.05,2,5,S1_MIT,0.7525773195876289,74140,2,0.6735395189003437,0.7525773195876289,
30,0.05,2,5,S2_UCG,0.7777777777777778,65439,2,0.7361111111111112,0.7777777777777778,
30,0.05,2,5,S3_TOPO,0.8165374677002584,72969,2,0.8010335917312662,0.8165374677002584,
30,0.05,2,10,S1_MIT,0.7491408934707904,86108,2,0.6735395189003437,0.7491408934707904,
30,0.05,2,10,S2_UCG,0.8078703703703703,89633,2,0.7361111111111112,0.8078703703703703,
30,0.05,2,10,S3_TOPO,0.8165374677002584,85692,2,0.8010335917312662,0.8165374677002584,
30,0.05,2,20,S1_MIT,0.788659793814433,117481,2,0.6735395189003437,0.788659793814433,
30,0.05,2,20,S2_UCG,0.8078703703703703,107346,2,0.7361111111111112,0.8078703703703703,
30,0.05,2,20,S3_TOPO,0.8475452196382429,103791,2,0.8010335917312662,0.8475452196382429,
30,0.05,2,50,S1_MIT,0.8745704467353952,157505,2,0.6735395189003437,0.8745704467353952,
30,0.05,2,50,S2_UCG,0.8425925925925926,144591,2,0.7361111111111112,0.8425925925925926,
30,0.05,2,50,S3_TOPO,0.8656330749354005,131771,2,0.8010335917312662,0.8656330749354005,
30,0.05,3,5,S1_MIT,0.8213058419243986,87622,3,0.6735395189003437,0.7525773195876289,0.8213058419243986
30,0.05,3,5,S2_UCG,0.7893518518518519,83631,3,0.7361111111111112,0.7777777777777778,0.7893518518518519
30,0.05,3,5,S3_TOPO,0.8268733850129198,87599,3,0.8010335917312662,0.8165374677002584,0.8268733850129198
30,0.05,3,10,S1_MIT,0.852233676975945,107115,3,0.6735395189003437,0.7491408934707904,0.852233676975945
30,0.05,3,10,S2_UCG,0.8263888888888888,108694,3,0.7361111111111112,0.8078703703703703,0.8263888888888888
30,0.05,3,10,S3_TOPO,0.8294573643410853,103233,3,0.8010335917312662,0.8165374677002584,0.8294573643410853
30,0.05,3,20,S1_MIT,0.8556701030927835,139587,3,0.6735395189003437,0.788659793814433,0.8556701030927835
30,0.05,3,20,S2_UCG,0.8726851851851852,135386,3,0.7361111111111112,0.8078703703703703,0.8726851851851852
30,0.05,3,20,S3_TOPO,0.8733850129198967,118154,3,0.8010335917312662,0.8475452196382429,0.8733850129198967
30,0.05,3,50,S1_MIT,0.9192439862542955,182890,3,0.6735395189003437,0.8745704467353952,0.9192439862542955
30,0.05,3,50,S2_UCG,0.9236111111111112,177783,3,0.7361111111111112,0.8425925925925926,0.9236111111111112
30,0.05,3,50,S3_TOPO,0.8992248062015504,153859,3,0.8010335917312662,0.8656330749354005,0.8992248062015504
30,0.1,1,5,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.1,1,5,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.1,1,5,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.1,1,10,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.1,1,10,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.1,1,10,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.1,1,20,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.1,1,20,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.1,1,20,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.1,1,50,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.1,1,50,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.1,1,50,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.1,2,5,S1_MIT,0.7525773195876289,74140,2,0.6735395189003437,0.7525773195876289,
30,0.1,2,5,S2_UCG,0.7777777777777778,65439,2,0.7361111111111112,0.7777777777777778,
30,0.1,2,5,S3_TOPO,0.8165374677002584,72969,2,0.8010335917312662,0.8165374677002584,
30,0.1,2,10,S1_MIT,0.7491408934707904,86108,2,0.6735395189003437,0.7491408934707904,
30,0.1,2,10,S2_UCG,0.8078703703703703,89633,2,0.7361111111111112,0.8078703703703703,
30,0.1,2,10,S3_TOPO,0.8165374677002584,85692,2,0.8010335917312662,0.8165374677002584,
30,0.1,2,20,S1_MIT,0.788659793814433,117481,2,0.6735395189003437,0.788659793814433,
30,0.1,2,20,S2_UCG,0.8078703703703703,107346,2,0.7361111111111112,0.8078703703703703,
30,0.1,2,20,S3_TOPO,0.8475452196382429,103791,2,0.8010335917312662,0.8475452196382429,
30,0.1,2,50,S1_MIT,0.8745704467353952,157505,2,0.6735395189003437,0.8745704467353952,
30,0.1,2,50,S2_UCG,0.8425925925925926,144591,2,0.7361111111111112,0.8425925925925926,
30,0.1,2,50,S3_TOPO,0.8656330749354005,131771,2,0.8010335917312662,0.8656330749354005,
30,0.1,3,5,S1_MIT,0.8213058419243986,87622,3,0.6735395189003437,0.7525773195876289,0.8213058419243986
30,0.1,3,5,S2_UCG,0.7893518518518519,83631,3,0.7361111111111112,0.7777777777777778,0.7893518518518519
30,0.1,3,5,S3_TOPO,0.8268733850129198,87599,3,0.8010335917312662,0.8165374677002584,0.8268733850129198
30,0.1,3,10,S1_MIT,0.852233676975945,107115,3,0.6735395189003437,0.7491408934707904,0.852233676975945
30,0.1,3,10,S2_UCG,0.8263888888888888,108694,3,0.7361111111111112,0.8078703703703703,0.8263888888888888
30,0.1,3,10,S3_TOPO,0.8294573643410853,103233,3,0.8010335917312662,0.8165374677002584,0.8294573643410853
30,0.1,3,20,S1_MIT,0.8556701030927835,139587,3,0.6735395189003437,0.788659793814433,0.8556701030927835
30,0.1,3,20,S2_UCG,0.8726851851851852,135386,3,0.7361111111111112,0.8078703703703703,0.8726851851851852
30,0.1,3,20,S3_TOPO,0.8733850129198967,118154,3,0.8010335917312662,0.8475452196382429,0.8733850129198967
30,0.1,3,50,S1_MIT,0.9192439862542955,182890,3,0.6735395189003437,0.8745704467353952,0.9192439862542955
30,0.1,3,50,S2_UCG,0.9236111111111112,177783,3,0.7361111111111112,0.8425925925925926,0.9236111111111112
30,0.1,3,50,S3_TOPO,0.8992248062015504,153859,3,0.8010335917312662,0.8656330749354005,0.8992248062015504
30,0.2,1,5,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.2,1,5,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.2,1,5,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.2,1,10,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.2,1,10,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.2,1,10,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.2,1,20,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.2,1,20,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.2,1,20,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.2,1,50,S1_MIT,0.6735395189003437,47392,1,0.6735395189003437,,
30,0.2,1,50,S2_UCG,0.7361111111111112,38101,1,0.7361111111111112,,
30,0.2,1,50,S3_TOPO,0.8010335917312662,49633,1,0.8010335917312662,,
30,0.2,2,5,S1_MIT,0.7525773195876289,74140,2,0.6735395189003437,0.7525773195876289,
30,0.2,2,5,S2_UCG,0.7777777777777778,65439,2,0.7361111111111112,0.7777777777777778,
30,0.2,2,5,S3_TOPO,0.8165374677002584,72969,2,0.8010335917312662,0.8165374677002584,
30,0.2,2,10,S1_MIT,0.7491408934707904,86108,2,0.6735395189003437,0.7491408934707904,
30,0.2,2,10,S2_UCG,0.8078703703703703,89633,2,0.7361111111111112,0.8078703703703703,
30,0.2,2,10,S3_TOPO,0.8165374677002584,85692,2,0.8010335917312662,0.8165374677002584,
30,0.2,2,20,S1_MIT,0.788659793814433,117481,2,0.6735395189003437,0.788659793814433,
30,0.2,2,20,S2_UCG,0.8078703703703703,107346,2,0.7361111111111112,0.8078703703703703,
30,0.2,2,20,S3_TOPO,0.8475452196382429,103791,2,0.8010335917312662,0.8475452196382429,
30,0.2,2,50,S1_MIT,0.8745704467353952,157505,2,0.6735395189003437,0.8745704467353952,
30,0.2,2,50,S2_UCG,0.8425925925925926,144591,2,0.7361111111111112,0.8425925925925926,
30,0.2,2,50,S3_TOPO,0.8656330749354005,131771,2,0.8010335917312662,0.8656330749354005,
30,0.2,3,5,S1_MIT,0.8213058419243986,87622,3,0.6735395189003437,0.7525773195876289,0.8213058419243986
30,0.2,3,5,S2_UCG,0.7893518518518519,83631,3,0.7361111111111112,0.7777777777777778,0.7893518518518519
30,0.2,3,5,S3_TOPO,0.8268733850129198,87599,3,0.8010335917312662,0.8165374677002584,0.8268733850129198
30,0.2,3,10,S1_MIT,0.852233676975945,107115,3,0.6735395189003437,0.7491408934707904,0.852233676975945
30,0.2,3,10,S2_UCG,0.8263888888888888,108694,3,0.7361111111111112,0.8078703703703703,0.8263888888888888
30,0.2,3,10,S3_TOPO,0.8294573643410853,103233,3,0.8010335917312662,0.8165374677002584,0.8294573643410853
30,0.2,3,20,S1_MIT,0.8556701030927835,139587,3,0.6735395189003437,0.788659793814433,0.8556701030927835
30,0.2,3,20,S2_UCG,0.8726851851851852,135386,3,0.7361111111111112,0.8078703703703703,0.8726851851851852
30,0.2,3,20,S3_TOPO,0.8733850129198967,118154,3,0.8010335917312662,0.8475452196382429,0.8733850129198967
30,0.2,3,50,S1_MIT,0.9192439862542955,182890,3,0.6735395189003437,0.8745704467353952,0.9192439862542955
30,0.2,3,50,S2_UCG,0.9236111111111112,177783,3,0.7361111111111112,0.8425925925925926,0.9236111111111112
30,0.2,3,50,S3_TOPO,0.8992248062015504,153859,3,0.8010335917312662,0.8656330749354005,0.8992248062015504
40,0.01,1,5,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.01,1,5,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.01,1,5,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.01,1,10,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.01,1,10,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.01,1,10,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.01,1,20,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.01,1,20,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.01,1,20,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.01,1,50,S1_MIT,0.7457044673539519,64313,1,0.7457044673539519,,
40,0.01,1,50,S2_UCG,0.8402777777777778,48216,1,0.8402777777777778,,
40,0.01,1,50,S3_TOPO,0.8501291989664083,59192,1,0.8501291989664083,,
40,0.01,2,5,S1_MIT,0.7525773195876289,94002,2,0.7457044673539519,0.7525773195876289,
40,0.01,2,5,S2_UCG,0.8819444444444444,83027,2,0.8402777777777778,0.8819444444444444,
40,0.01,2,5,S3_TOPO,0.8630490956072352,84207,2,0.8501291989664083,0.8630490956072352,
40,0.01,2,10,S1_MIT,0.7852233676975945,114217,2,0.7457044673539519,0.7852233676975945,
